iteration	time	nReplicationsDone	ConcentrationEnzyme_AcetGapperInMeth	ConcentrationEnzyme_AcetCreator	ConcentrationEnzyme_MethFiller	ConcentrationEnzyme_AcetCleaner	ConcentrationEnzyme_MethCreator	ConcentrationEnzyme_MethExtender	ConcentrationEnzyme_AcetReduceToMeth	ConcentrationEnzyme_MethReduceToAcet	ConcentrationEnzyme_AcetExtendToMeth	ConcentrationEnzyme_AcetFillerNN	ConcentrationEnzyme_MethCleaner	ConcentrationEnzyme_AcetExtender	ConcentrationEnzyme_MethCreatorNN	ConcentrationEnzyme_AcetEliminator	ConcentrationEnzyme_AcetExtender2	ConcentrationEnzyme_MethFillerNN	ConcentrationEnzyme_MethExtendToAcet	ConcentrationEnzyme_AcetFiller	ConcentrationEnzyme_MethGapperInAcet	ConcentrationEnzyme_AcetCreatorNN	ConcentrationEnzyme_MethEliminator	ConcentrationEnzyme_MethExtender2	AcetGapperInMeth_boundPos	AcetCreator_boundPos	MethFiller_boundPos	AcetCleaner_boundPos	MethCreator_boundPos	MethExtender_boundPos	AcetReduceToMeth_boundPos	MethReduceToAcet_boundPos	AcetExtendToMeth_boundPos	AcetFillerNN_boundPos	MethCleaner_boundPos	AcetExtender_boundPos	MethCreatorNN_boundPos	AcetEliminator_boundPos	AcetExtender2_boundPos	MethFillerNN_boundPos	MethExtendToAcet_boundPos	AcetFiller_boundPos	MethGapperInAcet_boundPos	AcetCreatorNN_boundPos	MethEliminator_boundPos	MethExtender2_boundPos	phase
	525	11.835332	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	1	5	1	1	1	0	0					118	197						89	98		87		191	62			78	117	0
	526	11.860209	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	1	5	1	1	1	0	1					118	197						89	98		87		191	62			78		0
	527	11.862313	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	1	5	1	1	1	0	0					118	197						89	98		87		191	62			78	83	0
	528	11.890882	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	0	1	5	1	1	0	0	0					118	197						89	98		87		191	62		216	78	83	0
	529	11.896597	2	1	1	1	1	0	0	0	1	1	2	1	0	0	1	0	1	5	1	1	0	0	0					118	197	41					89	98		87		191	62		216	78	83	0
	530	11.908806	2	1	1	1	1	0	0	0	1	1	2	1	0	0	1	1	1	5	1	1	0	0	0					118	197	41					89	98				191	62		216	78	83	0
	531	11.918318	2	1	1	1	1	0	0	0	1	1	2	1	0	0	1	1	0	5	1	1	0	0	0					118	197	41					89	98			239	191	62		216	78	83	0
	532	11.924158	2	1	1	1	1	0	0	0	1	1	2	1	0	0	1	1	1	5	1	1	0	0	0					118	197	41					89	98				191	62		216	78	83	0
	533	11.932217	2	1	1	1	1	0	0	0	1	1	2	1	0	0	1	1	1	5	1	1	0	1	0					118	197	41					89	98				191	62		216		83	0
	534	11.949499	2	1	1	1	1	0	0	1	1	1	2	1	0	0	1	1	1	5	1	1	0	1	0					118	197						89	98				191	62		216		83	0
	535	11.968957	2	1	1	1	1	0	0	1	1	1	2	1	0	1	1	1	1	5	1	1	0	1	0					118	197						89					191	62		216		83	0
	536	11.977883	2	1	1	1	1	0	1	1	1	1	2	1	0	1	1	1	1	5	1	1	0	1	0					118							89					191	62		216		83	0
	537	11.980321	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	5	1	1	0	1	0												89					191	62		216		83	0
	538	11.993081	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	1	5	1	1	0	1	0												89			86		191	62		216		83	0
	539	11.999296	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	1	6	1	1	0	1	0												89			86			62		216		83	0
	540	12.023253	2	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	6	1	1	0	1	0						198						89			86			62		216		83	0
	541	12.028584	2	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	1	1	0	1	0						198									86			62		216		83	0
	542	12.040903	2	1	1	0	1	1	0	1	1	1	2	1	1	1	1	0	1	6	1	1	0	1	0			99			198									86			62		216		83	0
	543	12.071474	2	1	1	0	1	1	0	1	1	1	2	1	0	1	1	0	1	6	1	1	0	1	0			99			198						90			86			62		216		83	0
	544	12.082893	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	1	6	1	1	0	1	0			99			198						90	120		86			62		216		83	0
	545	12.092932	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	0	1	6	1	1	1	1	0			99			198						90	120		86			62				83	0
	546	12.099673	2	1	1	0	1	1	0	1	1	1	2	1	0	0	1	1	1	6	1	1	1	1	0			99			198						90	120					62				83	0
	547	12.102114	2	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	6	1	1	1	1	0			99			198				215		90	120					62				83	0
	548	12.103517	2	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	6	1	1	1	1	0			99		95	198				215		90	120					62				83	0
	549	12.114236	2	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	5	1	1	1	1	0			99		95	198				215		90	120				41	62				83	0
	550	12.136461	2	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	5	1	1	1	1	1			99		95	198				215		90	120				41	62					0
	551	12.148951	2	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	5	1	1	1	1	1			99		95	198				215			120				41	62					0
	552	12.177639	2	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	5	1	1	1	1	0			99		95	198				215			120				41	62				187	0
	553	12.185805	2	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	5	1	1	1	1	0			99		95	198				215			120		121		41	62				187	0
	554	12.213164	2	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	5	1	1	1	1	0					95	198				215			120		121		41	62				187	0
	555	12.230147	2	1	1	1	1	0	0	1	1	1	2	1	1	0	1	0	1	5	1	1	1	1	0					95	198							120		121		41	62				187	0
	556	12.234026	2	1	1	1	1	0	0	1	1	1	2	1	1	1	1	0	1	5	1	1	1	1	0					95	198									121		41	62				187	0
	557	12.251650	2	1	1	1	1	0	0	1	1	0	2	1	1	1	1	0	1	5	1	1	1	1	0					95	198			75						121		41	62				187	0
	558	12.257191	2	1	1	0	1	0	0	1	1	0	2	1	1	1	1	0	1	5	1	1	1	1	0			81		95	198			75						121		41	62				187	0
	559	12.260499	2	1	1	1	1	0	0	1	1	0	2	1	1	1	1	0	1	5	1	1	1	1	0					95	198			75						121		41	62				187	0
	560	12.264517	2	1	1	1	1	1	0	1	1	0	2	1	1	1	1	0	1	5	1	1	1	1	0						198			75						121		41	62				187	0
	561	12.265683	2	1	1	1	1	1	0	1	1	0	2	1	1	1	1	0	1	5	1	1	1	1	1						198			75						121		41	62					0
	562	12.272457	2	1	1	1	1	1	1	1	1	0	2	1	1	1	1	0	1	5	1	1	1	1	1									75						121		41	62					0
	563	12.280095	2	1	1	1	1	1	1	1	1	0	2	1	1	1	1	0	0	5	1	1	1	1	1									75						121	119	41	62					0
	564	12.290030	2	1	1	1	1	1	1	1	1	0	2	1	1	0	1	0	0	5	1	1	1	1	1									75				78		121	119	41	62					0
	565	12.310642	2	1	1	0	1	1	1	1	1	0	2	1	1	0	1	0	0	5	1	1	1	1	1			188						75				78		121	119	41	62					0
	566	12.322048	2	1	1	0	1	1	1	1	1	0	2	1	1	0	1	0	0	5	1	1	1	1	0			188						75				78		121	119	41	62				84	0
	567	12.342722	2	1	1	0	1	1	1	1	1	0	2	1	1	0	1	0	0	5	1	1	1	1	1			188						75				78		121	119	41	62					0
	568	12.346696	2	1	1	0	1	1	0	1	1	0	2	1	1	0	1	0	0	5	1	1	1	1	1			188			96			75				78		121	119	41	62					0
	569	12.358353	2	1	1	0	1	1	0	1	1	0	2	1	0	0	1	0	0	5	1	1	1	1	1			188			96			75			211	78		121	119	41	62					0
	570	12.374898	2	1	1	0	1	1	0	1	1	0	2	1	0	0	1	0	0	5	1	1	1	1	0			188			96			75			211	78		121	119	41	62				85	0
	571	12.387529	2	1	1	0	1	1	0	1	1	0	2	1	0	0	1	0	0	6	1	1	1	1	0			188			96			75			211	78		121	119		62				85	0
	572	12.395793	2	1	1	0	1	1	0	1	1	0	2	1	0	0	1	0	0	6	2	1	1	1	0			188			96			75			211	78		121	119						85	0
	573	12.404933	2	1	1	0	1	1	0	1	1	0	2	1	0	1	1	0	0	6	2	1	1	1	0			188			96			75			211			121	119						85	0
	574	12.410556	2	1	1	0	1	1	0	1	0	0	2	1	0	1	1	0	0	6	2	1	1	1	0			188			96		191	75			211			121	119						85	0
	575	12.415723	2	1	1	0	1	1	0	1	0	0	2	1	0	1	1	0	1	6	2	1	1	1	0			188			96		191	75			211			121							85	0
	576	12.426721	2	1	1	0	1	1	0	0	0	0	2	1	0	1	1	0	1	6	2	1	1	1	0			188			96	42	191	75			211			121							85	0
	577	12.444126	2	1	1	0	1	1	0	0	0	1	2	1	0	1	1	0	1	6	2	1	1	1	0			188			96	42	191				211			121							85	0
	578	12.454879	2	1	1	0	1	1	1	0	0	1	2	1	0	1	1	0	1	6	2	1	1	1	0			188				42	191				211			121							85	0
	579	12.460323	2	1	1	0	1	1	1	0	0	1	2	1	1	1	1	0	1	6	2	1	1	1	0			188				42	191							121							85	0
	580	12.464206	2	1	1	0	1	1	1	0	0	1	2	1	1	1	1	0	1	6	2	1	1	1	1			188				42	191							121								0
	581	12.466447	2	1	1	0	1	1	1	0	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1			188				42								121								0
	582	12.475125	2	1	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1			188												121								0
	583	12.480553	2	1	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	6	2	1	0	1	1			188												121					92			0
	584	12.483983	2	1	1	0	1	1	1	1	1	1	2	1	1	1	1	0	1	6	2	1	0	1	0			188												121					92		97	0
	585	12.502954	2	1	1	0	1	0	1	1	1	1	2	1	1	1	1	0	1	6	2	1	0	1	0			188		236										121					92		97	0
	586	12.510918	2	1	1	0	1	0	0	1	1	1	2	1	1	1	1	0	1	6	2	1	0	1	0			188		236	199									121					92		97	0
	587	12.523630	2	1	1	0	1	0	0	1	1	1	2	1	1	1	1	0	1	6	2	1	0	1	1			188		236	199									121					92			0
	588	12.533289	2	1	1	0	1	0	0	1	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1			188		236	199									121								0
	589	12.537680	2	1	1	1	1	0	0	1	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1					236	199									121								0
	590	12.545466	2	1	1	1	1	0	0	1	1	1	2	1	1	1	1	0	1	5	2	1	1	1	1					236	199									121		42						0
	591	12.582201	2	1	1	0	1	0	0	1	1	1	2	1	1	1	1	0	1	5	2	1	1	1	1			79		236	199									121		42						0
	592	12.595014	2	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	5	2	1	1	1	1			79		236	199				212					121		42						0
	593	12.599506	2	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	4	2	1	1	1	1			79		236	199				212					121		42,191						0
	594	12.638990	2	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	4	2	1	1	1	1			79		236	199				212		93			121		42,191						0
	595	12.706767	2	1	1	0	1	0	0	1	1	1	2	1	0	1	1	0	1	4	2	1	1	1	1			79		236	199						93			121		42,191						0
	596	12.730731	2	1	1	0	1	0	1	1	1	1	2	1	0	1	1	0	1	4	2	1	1	1	1			79		236							93			121		42,191						0
	597	12.733767	2	1	1	0	1	0	1	1	1	1	2	1	0	1	1	0	1	5	2	1	1	1	1			79		236							93			121		42						0
	598	12.734928	2	1	1	0	1	0	1	1	1	1	2	1	0	1	1	1	1	5	2	1	1	1	1			79		236							93					42						0
	599	12.786457	2	1	1	0	1	0	1	1	1	1	2	1	0	0	1	1	1	5	2	1	1	1	1			79		236							93	201				42						0
	600	12.806998	2	1	1	0	1	0	1	1	1	1	2	1	0	0	1	0	1	5	2	1	1	1	1			79		236							93	201		202		42						0
	601	12.828057	2	1	1	0	1	1	1	1	1	1	2	1	0	0	1	0	1	5	2	1	1	1	1			79									93	201		202		42						0
	602	12.852956	2	1	1	0	1	1	1	1	1	1	2	1	0	0	1	0	1	6	2	1	1	1	1			79									93	201		202								0
	603	12.856133	2	1	1	0	1	1	1	1	1	1	2	1	0	0	1	0	1	6	2	1	1	1	0			79									93	201		202							77	0
	604	12.860099	2	1	1	0	1	1	1	1	1	1	2	1	1	0	1	0	1	6	2	1	1	1	0			79										201		202							77	0
	605	12.861118	2	1	1	0	1	1	1	1	1	1	2	1	1	0	1	1	1	6	2	1	1	1	0			79										201									77	0
	606	12.899050	2	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	6	2	1	1	1	0			79							91			201									77	0
	607	12.936432	2	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	6	2	1	1	1	0			79					85		91			201									77	0
	608	12.958440	2	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	6	2	1	1	1	0			79							91			201									77	0
	609	12.958879	2	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	6	2	1	1	1	0			79							91			201		220							77	0
	610	12.972716	2	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	6	2	1	1	1	0			79			235				91			201		220							77	0
	611	12.979104	2	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	6	2	1	1	1	0			79							91			201		220							77	0
	612	12.992283	2	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	6	2	1	1	1	0			79			112				91			201		220							77	0
	613	13.033254	2	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	6	2	1	1	1	0			79			112				91		217	201		220							77	0
	614	13.033278	2	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	6	2	1	1	1	1			79			112				91		217	201		220								0
	615	13.040398	2	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	6	2	1	1	1	1						112				91		217	201		220								0
	616	13.051752	2	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	6	2	1	1	1	1										91		217	201		220								0
	617	13.069272	2	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	6	2	1	1	1	0										91		217	201		220							111	0
	618	13.100477	2	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	6	2	1	1	1	0									85	91		217	201		220							111	0
	619	13.105495	2	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	6	2	1	1	1	1									85	91		217	201		220								0
	620	13.142909	2	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	6	2	1	1	1	0									85	91		217	201		220							200	0
	621	13.152982	2	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	6	2	1	1	1	1									85	91		217	201		220								0
	622	13.160100	2	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	6	2	1	1	1	1								42	85	91		217	201		220								0
	623	13.169561	2	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	6	2	1	1	1	1						234		42	85	91		217	201		220								0
	624	13.173368	2	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	6	2	1	1	1	1								42	85	91		217	201		220								0
	625	13.181437	2	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	6	2	1	1	1	1									85	91		217	201		220								0
	626	13.186237	2	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	6	2	1	1	1	0									85	91		217	201		220							233	0
	627	13.197850	2	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	6	2	1	1	1	0			237						85	91		217	201		220							233	0
	628	13.213109	2	1	1	0	1	1	1	1	1	0	2	1	0	0	1	0	1	6	2	1	1	1	0			237						85			217	201		220							233	0
	629	13.292917	2	1	1	0	1	1	1	1	1	0	2	1	1	0	1	0	1	6	2	1	1	1	0			237						85				201		220							233	0
	630	13.307522	2	1	1	1	1	1	1	1	1	0	2	1	1	0	1	0	1	6	2	1	1	1	0									85				201		220							233	0
	631	13.317680	2	1	1	1	1	1	1	1	1	1	2	1	1	0	1	0	1	6	2	1	1	1	0													201		220							233	0
	632	13.319125	2	1	1	1	1	1	1	1	1	1	2	1	1	0	1	0	1	5	2	1	1	1	0													201		220		94					233	0
	633	13.328142	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	5	2	1	1	1	0															220		94					233	0
	634	13.375986	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	4	2	1	1	1	0															220		42,94					233	0
	635	13.419812	2	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	1	4	2	1	1	1	0								191							220		42,94					233	0
	636	13.470344	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	4	2	1	1	1	0															220		42,94					233	0
	637	13.528193	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	5	2	1	1	1	0															220		94					233	0
	638	13.533646	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	5	2	1	1	1	1															220		94						0
	639	13.570067	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	1	5	2	1	1	1	1												218			220		94						0
	640	13.570581	2	1	1	1	1	1	1	1	1	0	2	1	0	1	1	0	1	5	2	1	1	1	1									191			218			220		94						0
	641	13.616451	2	1	1	1	1	1	1	0	1	0	2	1	0	1	1	0	1	5	2	1	1	1	1							85		191			218			220		94						0
	642	13.669613	2	1	1	1	1	1	1	0	1	0	2	1	0	1	1	0	1	6	2	1	1	1	1							85		191			218			220								0
	643	13.677600	2	1	1	1	1	1	1	1	1	0	2	1	0	1	1	0	1	6	2	1	1	1	1									191			218			220								0
	644	13.771129	2	1	1	1	1	1	1	1	1	0	2	1	0	1	1	0	1	5	2	1	1	1	1									191			218			220		85						0
	645	13.840603	2	1	1	1	1	1	1	1	1	0	2	1	0	1	1	1	1	5	2	1	1	1	1									191			218					85						0
	646	13.853786	2	1	1	1	1	1	1	1	1	0	2	1	0	1	1	0	1	5	2	1	1	1	1									191			218			219		85						0
	647	13.867992	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	1	5	2	1	1	1	1												218			219		85						0
	648	13.892510	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	1	6	2	1	1	1	1												218			219								0
	649	13.958210	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	6	2	1	1	1	1												218											0
	650	13.968085	2	1	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	6	2	1	1	1	1							191					218											0
	651	14.063688	2	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1							191																0
	652	14.197240	2	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	6	2	1	1	1	1							191	42															0
	653	14.246730	2	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	6	2	1	1	1	1								42															0
	654	14.304627	2	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	1	6	2	1	1	1	1								42							191								0
	655	14.317698	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1															191								0
	656	14.322995	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1																							0
	657	14.333033	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	0																						42	0
	658	14.687315	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1																							0
	659	14.862260	2	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	6	2	1	1	1	1								85															0
	660	14.874690	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1																							0
	661	14.901111	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1															85								0
	663	15.000000	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1																							0
	664	15.000072	3	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1						105																	0
	665	15.000118	3	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1						105									146								0
	666	15.003988	3	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	2	1	1	1	0						105									146							112	0
	667	15.004623	3	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	2	1	0	1	0						105									146					84		112	0
	668	15.004897	3	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	0	6	2	1	0	1	0						105									146	117				84		112	0
	669	15.005118	3	1	1	0	1	1	0	1	1	1	2	1	1	1	1	0	0	6	2	1	0	1	0			21			105									146	117				84		112	0
	670	15.010150	3	1	1	0	1	1	0	1	1	1	2	1	0	1	1	0	0	6	2	1	0	1	0			21			105						53			146	117				84		112	0
	671	15.010533	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	6	2	1	0	1	0			21			105						53		149	146	117				84		112	0
	672	15.023463	3	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	6	1	1	0	1	0			21			105						53		149	146	117		124		84		112	0
	673	15.026983	3	1	1	0	1	1	0	1	1	1	2	1	1	1	0	0	0	6	1	1	0	1	0			21			105								149	146	117		124		84		112	0
	674	15.036736	3	1	1	0	1	1	1	1	1	1	2	1	1	1	0	0	0	6	1	1	0	1	0			21											149	146	117		124		84		112	0
	675	15.042895	3	1	1	0	1	1	1	1	1	1	2	1	1	0	0	0	0	6	1	1	0	1	0			21										109	149	146	117		124		84		112	0
	676	15.055272	3	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	6	1	1	0	1	0			21							155			109	149	146	117		124		84		112	0
	677	15.055448	3	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	6	0	1	0	1	0			21							155			109	149	146	117		124,128		84		112	0
	678	15.059939	3	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	6	0	1	0	1	0			21			78				155			109	149	146	117		124,128		84		112	0
	679	15.062747	3	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	6	0	1	0	1	0			21			78				155		67	109	149	146	117		124,128		84		112	0
	680	15.064866	3	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	6	0	1	0	1	0			21			78				56,155		67	109	149	146	117		124,128		84		112	0
	681	15.068357	3	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	6	1	1	0	1	0			21			78				56,155		67	109	149	146	117		124		84		112	0
	682	15.082065	3	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	6	0	1	0	1	0			21			78				56,155		67	109	149	146	117		45,124		84		112	0
	683	15.087475	3	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	6	0	1	0	1	0			21			78				56,155		67		149	146	117		45,124		84		112	0
	684	15.093831	3	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	6	0	1	0	1	0			21			78				56,155				149	146	117		45,124		84		112	0
	685	15.104115	3	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	6	0	1	0	1	0			21			78				56,155		132		149	146	117		45,124		84		112	0
	686	15.104968	3	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	6	0	1	0	1	0						78				56,155		132		149	146	117		45,124		84		112	0
	687	15.112589	3	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	6	0	1	0	1	0			175			78				56,155		132		149	146	117		45,124		84		112	0
	688	15.114091	3	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	6	0	1	0	1	0			175			78				56		132		149	146	117		45,124		84		112	0
	689	15.115562	3	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	6	0	1	0	1	0		209	175			78				56		132		149	146	117		45,124		84		112	0
	690	15.125599	3	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	6	1	1	0	1	0		209	175			78				56		132		149	146	117		124		84		112	0
	691	15.131559	3	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	6	1	1	0	1	0		209	175							56		132		149	146	117		124		84		112	0
	692	15.146295	3	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	6	1	1	0	1	0		209	175			187				56		132		149	146	117		124		84		112	0
	693	15.214538	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	1	1	0	1	0		209	175			187				56		132			146	117		124		84		112	0
	694	15.221113	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	6	1	1	1	1	0		209	175			187				56		132			146	117		124				112	0
	695	15.237030	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	6	1	1	1	1	0		209	175			187				56		132				117		124				112	0
	696	15.237941	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	6	1	1	0	1	0		209	175			187				56		132				117		124		150		112	0
	697	15.260076	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	5	1	1	0	1	0		209	175			187				56		132				117	43	124		150		112	0
	698	15.261633	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	5	1	1	0	1	0		209	175			187				56		132			52	117	43	124		150		112	0
	699	15.300226	3	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	4	1	1	0	1	0		209	175			187				56		132			52	117	43,83	124		150		112	0
	700	15.314396	3	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	4	1	1	0	1	0		209	175			187				56					52	117	43,83	124		150		112	0
	701	15.337382	3	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	4	1	1	0	1	0		209	175							56					52	117	43,83	124		150		112	0
	702	15.337686	3	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	4	1	1	0	1	0		209	175							56					52		43,83	124		150		112	0
	703	15.348981	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	4	1	1	0	1	0		209								56					52		43,83	124		150		112	0
	704	15.358133	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	0	1	0		209								56							43,83	124		150		112	0
	705	15.374393	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	4	1	1	0	1	0		209								56					225		43,83	124		150		112	0
	706	15.387424	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	0	1	0		209								56							43,83	124		150		112	0
	707	15.389586	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	0	1	0		209								56							83	124		150		112	0
	708	15.389931	3	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	5	1	1	0	1	0		209			207					56							83	124		150		112	0
	709	15.401100	3	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	5	1	1	0	1	0		209	80		207					56							83	124		150		112	0
	710	15.402351	3	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	5	1	1	0	1	0		209	80		207					56					60		83	124		150		112	0
	711	15.421590	3	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	5	1	1	0	1	0		209	80		207					56		66			60		83	124		150		112	0
	712	15.424417	3	1	0	0	1	0	1	1	1	1	2	1	0	1	1	0	1	5	1	1	0	1	0		209	80		207							66			60		83	124		150		112	0
	713	15.425611	3	1	0	0	1	0	1	1	1	1	2	1	0	1	1	0	0	5	1	1	0	1	0		209	80		207							66			60	5	83	124		150		112	0
	714	15.452500	3	1	0	0	1	0	1	1	1	1	2	1	0	1	1	0	0	5	0	1	0	1	0		209	80		207							66			60	5	83	122,124		150		112	0
	715	15.460236	3	1	0	0	1	0	1	1	1	1	2	1	0	0	1	0	0	5	0	1	0	1	0		209	80		207							66	76		60	5	83	122,124		150		112	0
	716	15.460608	3	1	0	0	1	0	0	1	1	1	2	1	0	0	1	0	0	5	0	1	0	1	0		209	80		207	114						66	76		60	5	83	122,124		150		112	0
	717	15.466022	3	1	0	0	1	0	0	1	1	1	2	1	0	0	1	0	1	5	0	1	0	1	0		209	80		207	114						66	76		60		83	122,124		150		112	0
